Global Rank,Company,Sales ($billion),Profits ($billion),Assets ($billion),Market Value ($billion),Country,Continent,Latitude,Longitude,Snippet,naics code,input tokens,output tokens
1311,Oil & Gas Development,1.8,1.0,3.6,8.7,Pakistan,Asia,30.375321,69.345116,Production. OGDCL being the flagship carrier of E&P sector in Pakistan is focused on intensifying field ... ... Process & Plants. The finished petroleum products ...,2111,109,2
1311,Crown Castle International,2.4,0.2,16.1,20.5,USA,North America,37.09024,-95.712891,"Crown Castle is the nation's largest provider of shared communications infrastructure—cell towers, small cells, fiber—connecting people and businesses to ...",5173,103,2
1312,China Merchants Property,3.3,0.5,17.5,6.1,China,Asia,35.86166,104.195397,Property. CMG is a leading real estate cluster developer in China. The business concerns real estate development and special zones development. One Belt One ...,2361,106,2
1312,TDC,4.6,0.6,11.2,6.4,Denmark,Europe,56.26392,9.501785,"The Type Directors Club, the world's leading typography organization, announced the winners from 41 countries in its prestigious TDC70 Competition.",5414,100,2
1314,AGCO,10.0,0.5,7.7,5.3,USA,North America,37.09024,-95.712891,"AGCO is a global leader in the design, manufacture and distribution of agricultural machinery and precision ag technology. AGCO delivers customer value ...",3331,102,2
1315,Sekisui Chemical,11.7,0.3,9.8,5.5,Japan,Asia,36.204824,138.252924,"We supply chemical products that foresee the advanced needs of customers in the industrial fields of transport equipment, electronics, healthcare, etc.",3252,101,2
1316,Obayashi,15.0,0.1,19.2,3.6,Japan,Asia,36.204824,138.252924,"This is the global website of Obayashi Corporation and the Obayashi Group of companies.It provides information on corporate philosophy, history, services, ...",2361,106,2
1317,IOI Group,4.9,0.6,7.2,9.6,Malaysia,Asia,4.210484,101.975766,IOI Corporation Berhad is a Leading Global Integrated Palm Oil Player. Our palm oil business consists of upstream plantation in both Malaysia and Indonesia; ...,1113,105,2
1318,Essar Energy,16.7,-0.6,17.4,2.9,UK,Europe,55.378051,-3.435973,"Join Essar on a journey of innovation and growth across key sectors like energy, infrastructure, and technology. Learn how we're shaping a sustainable ...",2211,104,2
1319,Tele2,6.7,0.5,6.9,7.4,Sweden,Europe,60.128161,18.643501,Join us on our journey. Read more about life at Tele2 and our journey to enable a society with unlimited possibilities.,5173,98,2
1320,Aurubis,17.7,0.5,6.3,3.1,Germany,Europe,51.165691,10.451526,Aurubis – Metals for Progress. Our mission: responsibly transforming raw materials into value – to provide metals for an innovative world.,3314,101,2
1320,Union Bank of India,4.6,0.3,51.7,2.4,India,Asia,20.593684,78.96288,"Union Bank of India is one of the largest government-owned banks of India, we present you range of Netbanking, Corporate, NRI Banking Services and etc at ...",5221,111,2
1322,Jiangsu Yanghe Brewery,2.0,0.6,2.9,12.4,China,Asia,35.86166,104.195397,"Jiangsu Yanghe Brewery Joint-Stock Co., Ltd. engages in the production and distribution of liquor and related products. It offers products and red wine.",3121,109,2
1322,Moody's,2.7,0.7,4.0,11.5,USA,North America,37.09024,-95.712891,"Moody's CreditView is our flagship solution for global capital markets that incorporates credit ratings, research and data from Moody's Investors Service ...",5231,102,2
1324,Pegatron,29.8,0.2,13.5,3.3,Taiwan,Asia,23.69781,120.960515,加入世界一流的團隊. 和碩是讓您實現夢想，快樂茁壯的最佳選擇，公司不僅在全球有眾多業務據點，在企業內部亦有多元之專業單位，讓身懷絕技之專業之人才，盡情參與職務歷練與 ...,3344,159,2
1325,Sun Pharma Industries,1.6,0.5,3.1,16.0,India,Asia,20.593684,78.96288,Sun Pharma is the fourth largest global specialty generic pharmaceutical company with a presence in more than 100 countries.,3254,96,2
1325,Taisei,16.0,0.0,17.7,3.2,Japan,Asia,36.204824,138.252924,"Taisei Corporation engages in business activities with a sincere attitude based on the Group Philosophy of ""To create a vibrant environment for all members ...",2361,104,2
1325,ST Engineering,5.2,0.5,6.5,10.4,Singapore,Asia,1.352083,103.819836,"At ST Engineering, we harness technology and innovation to enable a more secure and sustainable world. Discover our innovations for smart cities, ...",5413,101,2
1325,Joy Global,5.7,0.8,6.2,6.6,USA,North America,37.09024,-95.712891,Joy chains and sprockets ... This expansion will allow Komatsu to become a truly global total solutions provider. Learn more. Komatsu and GHH executives at Global ...,3339,109,2
1329,Beijing Entreprises,4.6,0.4,11.5,8.6,Hong Kong,Asia,22.396428,114.109497,Overseas Regulatory Announcement (Chinese version only). AUG29. Interim ... Copyright © 2024 Beijing Enterprises Holdings Limited. All Rights Reserved ...,5511,104,2
1330,Amadeus IT Holdings,3.8,0.7,6.8,11.9,Spain,Europe,40.463667,-3.74922,"Amadeus technology powers the global travel and tourism industry. From airlines to search engines, travel agencies to hotels, the world's top travel brands ...",5111,107,2
1332,Torchmark,3.6,0.5,18.8,5.6,USA,North America,37.09024,-95.712891,"View Globe Life (NYSE: GL) information for investors, including annual reports, 10-K, proxy statements, and financial reports.",5241,101,2
1333,China Longyuan Power,2.7,0.4,17.3,7.2,China,Asia,35.86166,104.195397,"Oct 15, 2023 ... China Longyuan Power Group Corporation Limited.All Rights Reserved. Contact us e-mail:p0004943@chnenergy.com.cn",2211,109,2
1334,Infineon Technologies,5.0,0.5,7.2,9.3,Germany,Europe,51.165691,10.451526,"Solutions overview: Adapters and chargers, Battery management systems (BMS), Motor control, Industrial power supplies, Power conversion, Sensor solutions.",3344,104,2
1335,Amphenol,4.3,0.6,5.2,11.6,USA,North America,37.09024,-95.712891,"Markets Served ... Amphenol is a leading supplier of advanced interconnect systems, sensors and antennas for a growing array of automotive applications.",3344,102,2
1336,First Republic Bank,1.5,0.4,34.4,5.0,USA,North America,37.09024,-95.712891,"First Republic now a part of JPMorgan Chase, and its subsidiaries offer private banking, business banking and private wealth management, ...",5221,101,2
1337,GF Securities,1.0,0.3,12.2,13.9,China,Asia,35.86166,104.195397,"About Us. We have been providing comprehensive, innovative, industry leading capital market services since 1994! We are the largest non-government controlled, ...",5231,105,2
1338,GEA Group,7.4,0.4,8.5,6.6,Germany,Europe,51.165691,10.451526,"GEA is one of the world's largest systems suppliers for the food, beverage and pharmaceutical sectors. Our portfolio includes machinery and plants.",3332,101,2
1338,Shimizu,16.1,0.0,17.0,2.6,Japan,Asia,36.204824,138.252924,"In addition to its core construction business (building construction, civil engineering, and overseas construction), Shimizu engages in four areas of non- ...",2361,105,2
1339,Ball,8.7,0.4,7.5,6.9,USA,North America,37.09024,-95.712891,"Ball Corporation is the world's leading provider of innovative, sustainable aluminum packaging for beverage, personal care and household products, ...",3314,97,2
1340,Zions Bancorp,2.5,0.3,55.5,4.7,USA,North America,37.09024,-95.712891,Zions Bank uses cookie trackers for the operation and optimization of our website. The protection of personal data and cookie management page provides details ...,5221,104,2
1341,Umicore,16.6,0.3,4.7,5.9,Belgium,Europe,50.503887,4.469936,"Umicore is a leading circular materials technology company with an extensive expertise in the fields of material science, chemistry and metallurgy.",3314,100,2
1342,Wuhan Iron & Steel,16.1,0.2,15.5,4.5,China,Asia,35.86166,104.195397,"Wuhan Iron and Steel Corporation (WISCO) is a Chinese state-owned enterprise. It started to operate in 1958 in Qingshan, Wuhan, Hubei, China.",3311,114,2
1343,Odakyu Electric Railway,6.1,0.2,15.9,8.8,Japan,Asia,36.204824,138.252924,Odakyu Railway Services More Side Trips from Shinjuku I.,4821,91,2
1343,US Steel,19.3,-0.1,15.2,2.9,USA,North America,37.09024,-95.712891,"We're bringing industry-leading steelmaking talent and technology together to help customers solve, innovate and excel. Just one example: lighter, stronger ...",3311,102,2
1345,Alfresa Holdings,28.2,0.1,13.1,2.7,Japan,Asia,36.204824,138.252924,The Alfresa Group is a leader in Japanese healthcare industry which is dedicated to make its corporate philosophy “we create and deliver a fresh life for ...,4234,106,2
1346,Atos,11.7,0.3,9.3,6.4,France,Europe,46.227638,2.213749,Atos is a global leader in digital transformation with 105000 employees and annual revenue of c. € 11 billion.,5415,99,2
1347,Agile Property Holdings,4.8,0.8,14.7,4.0,China,Asia,35.86166,104.195397,Agile Property Holdings Limited (Chinese: 雅居乐地产控股有限公司; pinyin: Yǎjūlè dìchǎn kònggǔ yǒuxiàn gōngsī) SEHK: 3383 is a land developer with its ...,2361,135,2
1349,Yuanta Financial Holding,1.2,0.4,25.3,5.1,Taiwan,Asia,23.69781,120.960515,"A long-term leader on the Taiwanese market, Yuanta Financial Holdings has the most comprehensive layout and more than ten thousand professionals offering ...",5231,103,2
1350,Eurasian Natural Resources,6.3,-0.8,20.2,6.8,UK,Europe,55.378051,-3.435973,"ERG is one of the world's leading producers of cobalt and a large producer of copper. It is also one of the major suppliers of ferroalloys globally, a large ...",3314,113,2
1351,Abengoa,10.3,0.2,25.5,1.5,Spain,Europe,40.463667,-3.74922,Abengoa. Innovative technology solutions for sustainability ... Abengoa SA is currently in liquidation and the sections on this website remain available to ...,5413,104,2
1352,DSME,12.5,0.2,15.2,5.0,South Korea,Asia,35.907757,127.766922,"May 15, 2024 ... This interactive website highlights policies from across the country that require DSME/T public and private insurance coverage for patients with ...",6211,106,2
1354,Hyundai Marine & Fire,8.1,0.4,16.0,2.3,South Korea,Asia,35.907757,127.766922,Hyundai Marine & Fire Insurance opened an office in Ho Chi Minh City in 1997. In addition to offering financial services to South Korean corporations operating ...,5241,108,2
1355,Host Hotels & Resorts,5.3,0.1,13.0,12.9,USA,North America,37.09024,-95.712891,"We are the world's largest publicly traded lodging REIT, with a geographically diverse portfolio of luxury and upper upscale hotels across the United States.",7211,103,2
1356,MMI Holdings,6.2,0.3,36.8,4.0,South Africa,Africa,-30.559482,22.937506,"MMI Holdings, LLC | 37 followers on LinkedIn.",5241,88,2
1357,Calpine,5.5,0.2,16.5,9.2,USA,North America,37.09024,-95.712891,"A career at Calpine is a commitment to helping power homes and businesses across the nation. We offer our team members competitive salaries, comprehensive ...",2211,103,2
1358,Henry Schein,8.9,0.3,5.3,7.9,USA,North America,37.09024,-95.712891,"Henry Schein is a worldwide distributor of medical and dental supplies including vaccines, pharmaceuticals, financial services and equipment.",4234,97,2
1359,Darden Restaurants,8.3,0.4,7.0,6.4,USA,North America,37.09024,-95.712891,"Darden Restaurants is the premier full-service dining company, operating over 1800 locations. Learn about our company, buy gift cards, search careers and ...",7225,107,2
1360,Acciona,9.3,0.2,24.9,3.6,Spain,Europe,40.463667,-3.74922,ACCIONA has positioned itself as a key player in the water treatment sector. Its innovative management seeks to resolve the challenges with respect to the ...,2213,104,2
1361,Mitsui Chemicals,17.6,0.0,15.2,2.3,Japan,Asia,36.204824,138.252924,"Mitsui Chemicals America, Inc. produces and supplies specialty chemicals and high-performance polymers to North and South American markets.",3252,99,2
1361,Paychex,2.3,0.6,7.5,12.4,USA,North America,37.09024,-95.712891,"A simple approach to payroll, HR, and benefits. Hire, pay, manage, and retain employees with confidence.",5412,98,2
1363,AÃ©roports de Paris,3.5,0.5,12.4,8.4,France,Europe,46.227638,2.213749,Metrics. Back. Finance. Aéroports de Paris shares ... 2016 Statutory auditor's report on related party agreements and commitments and its appendix (in french),4811,114,2
1364,Supervalu,34.8,-0.5,11.9,0.9,USA,North America,37.09024,-95.712891,"SuperValu is part of the Musgrave Group, Ireland's largest grocery and food distributor. We have 223 independently owned stores throughout Ireland with a ...",4451,106,2
1365,Axis Capital Holdings,3.9,0.5,18.9,5.0,Bermuda,North America,32.321384,-64.75737,"With 28 offices worldwide, AXIS Capital is a leading provider of specialty lines insurance and reinsurance globally.",5241,97,2
1365,Universal Health,13.9,0.3,8.2,6.1,USA,North America,37.09024,-95.712891,"UHS is one of the nation's largest hospital management companies, with acute care and behavioral health offices across the United States.",6221,98,2
1367,Rockwell Collins,4.7,0.6,5.3,8.7,USA,North America,37.09024,-95.712891,"At Collins Aerospace, we're working side-by-side with our customers and ... Rockwell Collins SEA - Avionics Service Centre · Hamilton Sundstrand Pacific ...",3364,106,2
1368,Thai Oil,14.6,0.4,5.6,4.7,Thailand,Asia,15.870032,100.992541,เข้าสู่เว็บไซต์ / Enter to www.thaioilgroup.com.,3241,90,2
1370,Raymond James Financial,4.2,0.3,22.3,6.7,USA,North America,37.09024,-95.712891,"A client-focused global financial services company providing wealth management, capital markets, asset management and other tailored services to individuals ...",5239,100,2
1371,Soho China,2.5,1.7,12.6,4.0,China,Asia,35.86166,104.195397,"On October 8, 2007, SOHO China was successfully listed on the Stock Exchange of Hong Kong (Stock Code: 410), raising proceeds of USD 1.9 billion. It has the ...",5311,119,2
1373,Korean Air,11.3,0.2,21.6,2.6,South Korea,Asia,35.907757,127.766922,"대한항공 공식 홈페이지에서 항공편을 예약하고, 세계 100여개 도시를 연결하는 대한항공의 글로벌 네트워크와 특별한 서비스를 경험하세요.",4811,112,2
1374,Dongbu Insurance,8.2,0.3,15.6,2.5,South Korea,Asia,35.907757,127.766922,"DB INSURANCE is a world-class insurance company with global competitiveness to create customer value. COPYRIGHT DB INSURANCE CO., LTD. ALL RIGHTS RESERVED ...",5241,105,2
